Id,Class,Year,Season,State,Follow Up
722,Class A,1998,Winter,Florida,no
733,Class A,1998,Winter,Florida,yes
794,Class B,1998,Fall,Michigan,no
795,Class B,1998,Summer,Michigan,no
796,Class B,1998,Fall,Michigan,no
880,Class A,1998,Fall,Colorado,yes
976,Class A,1998,Spring,South Carolina,no
195,,,,,no
1116,Class B,1998,Fall,Missouri,no
1203,Class B,1998,Summer,West Virginia,no
1205,Class A,1998,Winter,West Virginia,no
1214,Class A,1998,Spring,Pennsylvania,yes
1255,Class B,1998,Fall,Alaska,no
1257,Class A,1998,Spring,Alaska,no
1350,Class A,1998,Summer,Colorado,no
1361,Class A,1998,Spring,Colorado,no
1369,Class B,1998,Summer,Colorado,no
1374,Class A,1998,Summer,Colorado,yes
1386,Class B,1998,Spring,Washington,yes
1520,Class B,1998,Summer,New York,no
1523,Class B,1998,Fall,New York,no
1553,Class B,1998,Fall,New Mexico,no
1558,Class B,1998,Spring,New Jersey,no
1570,Class A,1998,Fall,Washington,no
1578,Class B,1998,Spring,California,no
1579,Class B,1998,Summer,California,no
1597,Class B,1998,Summer,New York,no
1599,Class B,1998,Summer,New York,no
1641,Class A,1998,Fall,Arkansas,no
1647,Class B,1998,Unknown,Washington,yes
1655,Class A,1998,Winter,California,no
1669,Class B,1998,Summer,Washington,no
1733,Class A,1998,Winter,Arizona,yes
1751,Class A,1998,Fall,Ohio,yes
1766,Class B,1998,Summer,Washington,no
1996,Class B,1998,Summer,Washington,yes
2211,Class B,1998,Spring,California,no
2212,Class B,1998,Fall,California,no
2284,Class A,1998,Summer,Virginia,no
2286,Class B,1998,Summer,Virginia,no
2326,Class B,1998,Fall,California,yes
2349,Class B,1998,Fall,Utah,no
2375,Class B,1998,Fall,Arizona,yes
2461,Class A,1998,Winter,Indiana,no
2468,Class B,1998,Fall,Indiana,no
2475,Class B,1998,Summer,Indiana,no
2589,Class B,1998,Summer,Georgia,no
2817,Class B,1998,Summer,California,no
2861,Class A,1998,Summer,California,no
2862,Class A,1998,Summer,California,no
2877,Class A,1998,Summer,California,no
2878,Class C,1998,Summer,California,no
2902,Class A,1998,Spring,Ohio,yes
3226,Class A,1998,Fall,Arkansas,yes
3253,Class A,1998,Summer,Kentucky,yes
3331,Class B,1998,Fall,North Carolina,no
3336,Class B,1998,Spring,North Carolina,no
3393,Class B,1998,Fall,Texas,yes
3533,Class B,1998,Fall,Ohio,yes
3561,Class A,1998,Summer,Pennsylvania,no
3589,Class B,1998,Spring,Ohio,yes
3604,Class B,1998,Summer,Colorado,no
3613,Class B,1998,Summer,Washington,no
3652,Class A,1998,Fall,Colorado,yes
3672,Class A,1998,Summer,California,yes
3686,Class A,1998,Summer,Ohio,yes
3767,Class A,1998,Summer,Ohio,yes
4144,Class A,1998,Winter,Texas,no
4286,Class A,1998,Summer,New York,yes
4558,Class A,1998,Fall,Ohio,no
4635,Class B,1998,Spring,Indiana,yes
4950,Class B,1998,Spring,Ohio,no
4973,Class A,1998,Fall,Ohio,no
5173,Class A,1998,Fall,South Dakota,yes
5241,Class A,1998,Summer,New York,no
5267,Class A,1998,Fall,Ohio,yes
5395,Class A,1998,Fall,Georgia,yes
5535,Class B,1998,Summer,New Mexico,yes
5607,Class A,1998,Summer,Arkansas,yes
7294,Class A,1998,Winter,Virginia,yes
7421,Class A,1998,Summer,Maine,yes
7679,Class A,1998,Summer,Texas,yes
7792,Class B,1998,Winter,Florida,no
8456,Class B,1998,Summer,Washington,yes
8532,Class B,1998,Spring,Washington,yes
8732,Class A,1998,Winter,Mississippi,yes
8868,Class B,1998,Summer,California,yes
9818,Class A,1998,Spring,Georgia,yes
9872,Class A,1998,Summer,Michigan,yes
9924,Class A,1998,Spring,Texas,yes
10855,Class A,1998,Fall,Florida,yes
11726,Class A,1998,Winter,New York,yes
12528,Class A,1998,Spring,Missouri,yes
13033,Class B,1998,Fall,Wyoming,yes
14143,Class A,1998,Summer,New Jersey,yes
14814,Class A,1998,Summer,Colorado,yes
15923,Class A,1998,Fall,Rhode Island,yes
17089,Class A,1998,Fall,Georgia,yes
18059,Class B,1998,Fall,Illinois,yes
22434,Class A,1998,Summer,California,yes
22577,Class B,1998,Fall,Nebraska,yes
22600,Class B,1998,Summer,Missouri,yes
23125,Class A,1998,Summer,Ohio,yes
23291,Class B,1998,Winter,Utah,yes
23314,Class A,1998,Summer,South Carolina,yes
24714,Class B,1998,Fall,Washington,yes
26072,Class B,1998,Fall,South Carolina,yes
26271,Class B,1998,Fall,Florida,yes
27702,Class A,1998,Summer,Maryland,yes
29360,Class B,1998,Fall,Illinois,yes
29624,Class A,1998,Summer,Florida,yes
30570,Class B,1998,Fall,Texas,yes
31488,Class B,1998,Fall,Oregon,yes
39329,Class B,1998,Fall,New Jersey,yes
42794,Class A,1998,Fall,Illinois,yes
43823,Class B,1998,Fall,Washington,yes
43963,Class B,1998,Fall,Alabama,yes
65734,Class B,1998,Spring,Massachusetts,yes
206,Class B,1999,Summer,Oregon,yes
245,Class A,1999,Summer,Alabama,yes
391,Class B,1999,Spring,Washington,yes
675,Class A,1999,Fall,Oregon,no
684,Class B,1999,Fall,Oregon,no
689,Class B,1999,Summer,Oregon,yes
731,Class A,1999,Spring,Florida,no
734,Class A,1999,Spring,Florida,no
736,Class A,1999,Winter,Florida,yes
945,Class C,1999,Spring,Washington,no
982,Class B,1999,Summer,Ohio,no
1098,Class A,1999,Summer,South Dakota,no
1202,Class A,1999,Spring,West Virginia,no
1300,Class B,1999,Fall,Oklahoma,yes
1391,Class A,1999,Spring,California,yes
1450,Class A,1999,Fall,New York,yes
1488,Class A,1999,Fall,Kentucky,yes
1496,Class B,1999,Fall,California,yes
1586,Class B,1999,Summer,Washington,no
1696,Class A,1999,Fall,Indiana,yes
1748,Class A,1999,Summer,Maryland,yes
438,,,,,no
85,,,,,no
84,,,,,no
1865,Class B,1999,Spring,Georgia,no
1963,Class B,1999,Summer,California,yes
2093,Class B,1999,Spring,Georgia,no
2094,Class B,1999,Spring,Georgia,no
2141,Class A,1999,Summer,California,no
2151,Class B,1999,Summer,California,no
2332,Class B,1999,Summer,Ohio,yes
2509,Class B,1999,Winter,Iowa,yes
2678,Class B,1999,Summer,Maine,yes
2797,Class B,1999,Winter,Wisconsin,no
2898,Class A,1999,Fall,Pennsylvania,yes
2995,Class A,1999,Summer,Montana,yes
3042,Class A,1999,Fall,Oklahoma,yes
3350,Class B,1999,Fall,Ohio,no
3506,Class A,1999,Winter,Colorado,yes
3629,Class A,1999,Summer,Idaho,yes
3800,Class B,1999,Fall,Washington,yes
3826,Class B,1999,Summer,West Virginia,yes
4176,Class A,1999,Spring,Ohio,no
4201,Class B,1999,Spring,Ohio,no
4335,Class A,1999,Summer,Washington,yes
4779,Class A,1999,Winter,Washington,yes
413,,,,,no
414,,,,,no
726,,,,,no
70,,,,,no
4964,Class A,1999,Winter,Ohio,yes
5321,Class A,1999,Winter,Michigan,yes
6932,Class A,1999,Fall,Arkansas,no
7113,Class A,1999,Summer,Georgia,yes
7237,Class A,1999,Fall,Georgia,yes
7455,Class A,1999,Fall,Washington,yes
7546,Class A,1999,Fall,Texas,yes
49,,,,,no
48,,,,,no
7872,Class B,1999,Spring,New York,yes
7988,Class A,1999,Winter,California,yes
8345,Class A,1999,Winter,California,yes
8351,Class B,1999,Summer,Michigan,yes
8381,Class A,1999,Summer,Oklahoma,yes
8561,Class B,1999,Summer,Florida,yes
8696,Class A,1999,Fall,Illinois,yes
669,,,,,no
9387,Class A,1999,Spring,Texas,yes
9750,Class A,1999,Summer,North Carolina,yes
10093,Class B,1999,Fall,Arkansas,yes
10678,Class A,1999,Summer,Indiana,yes
10776,Class B,1999,Winter,North Carolina,yes
11687,Class A,1999,Fall,Texas,yes
14503,Class A,1999,Summer,Colorado,yes
15178,Class B,1999,Winter,Arizona,yes
15398,Class B,1999,Fall,New York,yes
15479,Class A,1999,Spring,Michigan,yes
16294,Class A,1999,Spring,Missouri,yes
16644,Class B,1999,Spring,Washington,yes
18001,Class B,1999,Summer,Georgia,yes
23822,Class A,1999,Fall,Utah,yes
24544,Class A,1999,Fall,Illinois,yes
45,,,,,no
25137,Class B,1999,Spring,Maryland,yes
25238,Class A,1999,Fall,Alabama,yes
26544,Class A,1999,Spring,Michigan,yes
28244,Class B,1999,Winter,New York,yes
28373,Class A,1999,Summer,Michigan,yes
28689,Class A,1999,Summer,Missouri,yes
29241,Class B,1999,Fall,Illinois,yes
38361,Class B,1999,Fall,Wisconsin,yes
38765,Class B,1999,Summer,Illinois,yes
58186,Class A,1999,Summer,Iowa,yes
70,Class B,2000,Summer,New York,no
85,Class B,2000,Spring,Oregon,yes
89,Class B,2000,Summer,Washington,yes
102,Class B,2000,Summer,Oregon,yes
147,Class A,2000,Summer,California,yes
166,Class B,2000,Spring,California,no
175,Class C,2000,Summer,Washington,yes
187,Class B,2000,Summer,Oregon,yes
203,Class B,2000,Summer,West Virginia,no
208,Class A,2000,Spring,Pennsylvania,yes
257,Class B,2000,Summer,Ohio,no
337,Class B,2000,Summer,Washington,no
348,Class A,2000,Summer,Colorado,yes
353,Class A,2000,Fall,California,yes
369,Class B,2000,Summer,California,yes
382,Class B,2000,Summer,Washington,no
405,Class A,2000,Fall,California,yes
407,Class B,2000,Spring,Colorado,no
408,Class A,2000,Summer,Colorado,no
410,Class B,2000,Fall,New York,no
422,Class B,2000,Fall,Washington,yes
423,Class A,2000,Fall,Washington,yes
435,Class A,2000,Fall,Alabama,no
436,Class B,2000,Spring,Minnesota,no
438,Class B,2000,Fall,New Jersey,no
446,Class A,2000,Summer,Florida,yes
448,Class A,2000,Summer,Texas,no
450,Class B,2000,Fall,North Carolina,no
470,Class A,2000,Summer,Colorado,no
495,Class A,2000,Fall,Washington,no
502,Class B,2000,Summer,California,yes
511,Class A,2000,Fall,Iowa,yes
514,Class A,2000,Fall,Louisiana,yes
523,Class B,2000,Fall,Utah,no
529,Class B,2000,Summer,Colorado,yes
533,Class B,2000,Summer,California,no
537,Class B,2000,Summer,New Mexico,yes
548,Class A,2000,Fall,Oregon,yes
565,Class A,2000,Winter,Tennessee,yes
597,Class B,2000,Fall,Alaska,no
598,Class B,2000,Winter,Florida,yes
637,Class A,2000,Summer,Alaska,yes
658,Class B,2000,Winter,Oregon,yes
673,Class A,2000,Summer,Oregon,yes
678,Class A,2000,Summer,Oregon,yes
739,Class B,2000,Fall,Kansas,yes
741,Class B,2000,Winter,Washington,yes
583,,,,,no
798,Class B,2000,Summer,Wyoming,yes
802,Class B,2000,Spring,California,yes
827,Class A,2000,Summer,California,yes
835,Class B,2000,Fall,California,yes
913,Class A,2000,Summer,California,yes
914,Class A,2000,Fall,Tennessee,no
939,Class A,2000,Winter,Washington,no
1027,Class B,2000,Fall,Arizona,yes
1046,Class A,2000,Fall,Iowa,yes
1106,Class A,2000,Fall,Washington,yes
1109,Class B,2000,Summer,Washington,yes
1117,Class A,2000,Winter,Ohio,yes
719,,,,,no
1150,Class A,2000,Spring,Missouri,yes
1224,Class B,2000,Summer,Oregon,yes
1232,Class B,2000,Winter,Colorado,yes
1237,Class B,2000,Fall,Colorado,no
1242,Class A,2000,Summer,Wyoming,no
1251,Class B,2000,Summer,Colorado,yes
1263,Class B,2000,Winter,Washington,yes
1271,Class A,2000,Winter,Iowa,yes
1299,Class A,2000,Winter,Oklahoma,no
1302,Class A,2000,Summer,Oklahoma,yes
1355,Class A,2000,Spring,Colorado,no
1419,Class B,2000,Summer,Alabama,no
1433,Class B,2000,Summer,Kentucky,yes
1438,Class B,2000,Winter,Washington,yes
1452,Class B,2000,Summer,New Jersey,yes
1462,Class B,2000,Summer,Washington,yes
1506,Class A,2000,Winter,Oklahoma,no
1529,Class A,2000,Fall,Washington,yes
1536,Class A,2000,Fall,Louisiana,yes
1554,Class A,2000,Summer,Iowa,no
1584,Class B,2000,Winter,Washington,no
1603,Class B,2000,Summer,New York,yes
1674,Class A,2000,Winter,Washington,yes
587,,,,,no
1705,Class A,2000,Fall,Washington,no
1727,Class A,2000,Summer,California,no
1755,Class A,2000,Fall,Ohio,yes
1756,Class A,2000,Fall,Ohio,yes
1772,Class A,2000,Fall,Washington,no
1777,Class A,2000,Spring,Washington,yes
1778,Class B,2000,Fall,Oregon,yes
1786,Class A,2000,Fall,Indiana,yes
1815,Class B,2000,Spring,Washington,yes
1829,Class A,2000,Fall,Oregon,no
1888,Class B,2000,Winter,Oklahoma,yes
1917,Class B,2000,Winter,Washington,yes
1918,Class A,2000,Summer,New Mexico,yes
1947,Class A,2000,Fall,Tennessee,yes
2018,Class A,2000,Spring,Oklahoma,no
2033,Class A,2000,Fall,Kansas,yes
2054,Class B,2000,Winter,North Carolina,yes
2110,Class A,2000,Summer,Colorado,yes
2178,Class A,2000,Summer,California,no
2215,Class A,2000,Spring,Wisconsin,no
2216,Class B,2000,Summer,Wyoming,yes
2220,Class A,2000,Summer,Georgia,no
2268,Class B,2000,Summer,Washington,yes
2386,Class B,2000,Spring,Oklahoma,yes
2537,Class B,2000,Spring,Michigan,yes
2635,Class B,2000,Fall,Arkansas,yes
2859,Class A,2000,Spring,California,no
2928,Class A,2000,Summer,California,yes
3008,Class A,2000,Summer,Tennessee,yes
3028,Class A,2000,Summer,Alabama,yes
3112,Class B,2000,Fall,Colorado,no
3482,Class A,2000,Winter,Arizona,yes
3521,Class A,2000,Fall,Illinois,no
3633,Class B,2000,Fall,Oregon,no
3777,Class A,2000,Summer,Louisiana,yes
3822,Class B,2000,Summer,California,yes
3926,Class B,2000,Spring,Pennsylvania,no
4090,Class A,2000,Winter,Arkansas,no
4116,Class B,2000,Spring,Missouri,yes
4140,Class A,2000,Winter,Texas,no
4299,Class B,2000,Fall,Ohio,yes
4555,Class B,2000,Spring,Ohio,yes
4589,Class B,2000,Summer,New York,no
4743,Class A,2000,Winter,Alabama,yes
4788,Class B,2000,Summer,Virginia,yes
4904,Class B,2000,Spring,New Mexico,yes
4978,Class A,2000,Winter,Ohio,no
5013,Class B,2000,Fall,Ohio,yes
5649,Class A,2000,Summer,California,yes
5977,Class A,2000,Spring,Ohio,yes
6058,Class B,2000,Fall,Washington,yes
6130,Class B,2000,Summer,California,yes
6441,Class A,2000,Summer,Wyoming,yes
6462,Class B,2000,Summer,Tennessee,no
6655,Class B,2000,Summer,Oregon,yes
6700,Class A,2000,Summer,New York,yes
7137,Class A,2000,Summer,Pennsylvania,yes
7427,Class A,2000,Winter,Alabama,yes
7800,Class B,2000,Summer,Michigan,yes
7936,Class A,2000,Summer,Ohio,yes
7971,Class A,2000,Winter,Arkansas,yes
7995,Class A,2000,Spring,Ohio,yes
8591,Class A,2000,Spring,Oklahoma,yes
8778,Class A,2000,Fall,Ohio,yes
9005,Class B,2000,Winter,Washington,no
9113,Class A,2000,Summer,Florida,yes
9357,Class A,2000,Spring,California,yes
9367,Class A,2000,Fall,Texas,yes
10877,Class B,2000,Summer,Arizona,yes
11918,Class A,2000,Fall,Washington,yes
12921,Class A,2000,Winter,Florida,yes
13288,Class A,2000,Fall,New York,yes
13313,Class B,2000,Fall,Florida,yes
16248,Class B,2000,Summer,New Jersey,yes
16566,Class A,2000,Spring,Minnesota,yes
17220,Class B,2000,Summer,Washington,yes
555,,,,,no
17551,Class A,2000,Winter,Minnesota,yes
18050,Class B,2000,Summer,Idaho,yes
20221,Class B,2000,Winter,Idaho,yes
20670,Class B,2000,Fall,Massachusetts,yes
20677,Class B,2000,Fall,Missouri,yes
24137,Class B,2000,Fall,California,yes
24568,Class A,2000,Summer,Washington,yes
25240,Class B,2000,Fall,Indiana,yes
26886,Class A,2000,Spring,Alabama,yes
27076,Class A,2000,Summer,Florida,yes
27399,Class B,2000,Summer,Kentucky,yes
28301,Class B,2000,Fall,Washington,yes
29287,Class A,2000,Spring,Illinois,yes
29441,Class B,2000,Summer,Arizona,yes
33784,Class B,2000,Summer,Florida,yes
34919,Class B,2000,Spring,Illinois,yes
37652,Class B,2000,Summer,Michigan,yes
38386,Class B,2000,Fall,Massachusetts,yes
38411,Class B,2000,Summer,Virginia,yes
39812,Class B,2000,Summer,West Virginia,yes
40457,Class A,2000,Winter,Illinois,yes
43211,Class B,2000,Summer,Wisconsin,yes
45572,Class A,2000,Fall,Michigan,yes
45976,Class B,2000,Fall,Michigan,yes
57303,Class A,2000,Spring,Illinois,yes
57935,Class B,2000,Summer,Texas,yes
58092,Class A,2000,Spring,Missouri,yes
59113,Class A,2000,Summer,Georgia,yes
63286,Class A,2000,Summer,Oklahoma,yes
67313,Class A,2000,Fall,Texas,yes
69143,Class B,2000,Fall,New Hampshire,yes
1123,Class B,2001,Winter,Texas,no
1265,Class A,2001,Winter,Kentucky,yes
1834,Class B,2001,Winter,Indiana,yes
1851,Class A,2001,Winter,Ohio,yes
1866,Class B,2001,Winter,Wyoming,yes
1904,Class B,2001,Winter,Washington,yes
1975,Class B,2001,Winter,New Hampshire,yes
586,,,,,no
582,,,,,no
1986,Class B,2001,Winter,Oregon,yes
2104,Class B,2001,Winter,Arkansas,yes
2170,Class A,2001,Spring,Iowa,yes
2195,Class A,2001,Spring,Washington,no
2196,Class A,2001,Spring,Washington,no
2237,Class A,2001,Spring,Texas,yes
2255,Class B,2001,Spring,California,yes
2303,Class A,2001,Spring,Washington,yes
2431,Class A,2001,Spring,California,yes
2493,Class B,2001,Spring,Colorado,yes
2557,Class B,2001,Spring,New York,no
2590,Class B,2001,Spring,Minnesota,yes
12,,,,,no
2618,Class A,2001,Spring,Pennsylvania,no
2666,Class A,2001,Spring,Maryland,yes
2755,Class A,2001,Spring,California,no
2760,Class B,2001,Summer,Washington,yes
2786,Class B,2001,Summer,West Virginia,yes
2803,Class B,2001,Winter,Pennsylvania,no
2841,Class A,2001,Winter,Oregon,yes
2848,Class B,2001,Summer,Florida,yes
2900,Class A,2001,Spring,Oregon,no
2914,Class A,2001,Summer,Michigan,yes
2915,Class B,2001,Spring,Florida,yes
2919,Class A,2001,Summer,California,yes
2931,Class A,2001,Summer,Arkansas,yes
2942,Class B,2001,Spring,California,yes
2953,Class A,2001,Summer,Michigan,yes
2963,Class A,2001,Summer,Wyoming,yes
2983,Class B,2001,Summer,Minnesota,yes
2987,Class B,2001,Summer,New York,no
2992,Class B,2001,Spring,Illinois,yes
3007,Class B,2001,Winter,Michigan,yes
3018,Class B,2001,Summer,Illinois,no
3021,Class B,2001,Summer,California,yes
3024,Class B,2001,Summer,Washington,yes
3027,Class A,2001,Summer,California,yes
11,,,,,no
10,,,,,no
3029,Class B,2001,Summer,California,yes
3032,Class B,2001,Summer,Arkansas,yes
3038,Class A,2001,Summer,Washington,yes
3056,Class A,2001,Summer,California,yes
3064,Class B,2001,Summer,Oregon,yes
3071,Class B,2001,Spring,California,yes
3072,Class B,2001,Spring,California,yes
3075,Class A,2001,Summer,California,yes
3086,Class A,2001,Summer,Colorado,yes
3093,Class A,2001,Fall,Iowa,no
3105,Class B,2001,Spring,California,yes
3107,Class A,2001,Fall,Washington,yes
3121,Class B,2001,Summer,California,yes
3148,Class B,2001,Summer,Oregon,yes
3188,Class B,2001,Summer,Washington,yes
3195,Class A,2001,Summer,Indiana,yes
3199,Class B,2001,Fall,Oklahoma,yes
3202,Class A,2001,Fall,Washington,yes
3209,Class B,2001,Fall,Oregon,yes
3214,Class A,2001,Fall,Maryland,yes
3229,Class B,2001,Summer,Maine,yes
3231,Class A,2001,Fall,Pennsylvania,yes
3240,Class B,2001,Fall,Oklahoma,yes
3248,Class A,2001,Spring,Ohio,yes
3270,Class B,2001,Fall,North Carolina,yes
3296,Class A,2001,Fall,Alabama,yes
3388,Class B,2001,Fall,Michigan,yes
3399,Class A,2001,Fall,New York,no
3401,Class A,2001,Fall,Pennsylvania,no
3441,Class A,2001,Winter,Oregon,yes
3461,Class A,2001,Fall,New Mexico,yes
522,,,,,no
3535,Class B,2001,Spring,Ohio,yes
3585,Class B,2001,Summer,Washington,yes
3587,Class B,2001,Winter,Texas,yes
3588,Class B,2001,Winter,Colorado,yes
3623,Class B,2001,Fall,Washington,yes
3636,Class A,2001,Fall,Colorado,yes
3653,Class A,2001,Spring,Colorado,yes
3655,Class A,2001,Fall,West Virginia,yes
3667,Class B,2001,Summer,Missouri,no
3673,Class B,2001,Fall,Washington,yes
3710,Class A,2001,Summer,Colorado,yes
3759,Class B,2001,Fall,Washington,yes
3766,Class B,2001,Summer,Oregon,no
3794,Class B,2001,Summer,California,yes
3964,Class A,2001,Summer,Oklahoma,yes
4043,Class B,2001,Fall,California,yes
4206,Class A,2001,Summer,Texas,yes
4393,Class A,2001,Winter,Georgia,yes
543,,,,,no
4466,Class A,2001,Spring,Indiana,yes
4532,Class A,2001,Fall,Oklahoma,yes
4552,Class B,2001,Winter,Louisiana,yes
4630,Class A,2001,Summer,California,yes
4649,Class B,2001,Fall,California,yes
4672,Class A,2001,Summer,Ohio,yes
4737,Class A,2001,Spring,Washington,yes
4845,Class B,2001,Winter,California,yes
5297,Class B,2001,Summer,Maryland,yes
5418,Class B,2001,Fall,California,yes
5516,Class B,2001,Summer,Wisconsin,yes
5525,Class A,2001,Summer,Minnesota,yes
5532,Class B,2001,Summer,Kansas,yes
5586,Class A,2001,Winter,Colorado,yes
5702,Class A,2001,Winter,Florida,yes
6552,Class A,2001,Summer,Arizona,yes
6620,Class A,2001,Summer,Ohio,yes
6900,Class A,2001,Fall,Ohio,yes
6922,Class B,2001,Summer,California,yes
7209,Class B,2001,Summer,Oregon,yes
7241,Class B,2001,Winter,West Virginia,yes
7299,Class B,2001,Spring,California,yes
7382,Class A,2001,Summer,Washington,yes
7548,Class A,2001,Fall,Texas,yes
7567,Class B,2001,Fall,Texas,yes
7632,Class A,2001,Winter,Texas,yes
7702,Class B,2001,Summer,California,no
7890,Class B,2001,Winter,New York,yes
7973,Class A,2001,Fall,Ohio,yes
8006,Class B,2001,Spring,Ohio,yes
8117,Class A,2001,Winter,Texas,yes
8463,Class B,2001,Fall,California,yes
693,,,,,no
8729,Class B,2001,Summer,California,yes
8797,Class B,2001,Spring,Alaska,yes
8913,Class A,2001,Spring,Arkansas,yes
8978,Class B,2001,Fall,Washington,yes
9009,Class B,2001,Winter,New Hampshire,yes
